index,data,data2
86982,10,5
86983,10,4
86984,10,3
86985,11,3
86986,12,3
86987,12,3
86988,11,2
86989,11,2
86990,10,2
86991,9,2
86992,8,2
86993,8,2
86994,7,1
86995,7,1
86996,7,1
86997,7,1
86998,7,1
86999,6,1
87000,6,1
87001,6,2
87002,6,2
87003,6,3
87004,6,2
87005,6,2
87006,6,1
87007,7,-1
87008,8,-1
87009,9,0
87010,10,-1
87011,11,-2
87012,12,0
87013,12,0
87014,10,-1
87015,10,-2
87016,9,-1
87017,8,-1
87018,7,-1
87019,6,-1
87020,6,-2
87021,4,-1
87022,3,-1
87023,3,-1
87024,3,-1
87025,2,-2
87026,2,-2
87027,1,-2
87028,1,-2
87029,1,-2
87030,0,-2
87031,2,0
87032,4,0
87033,7,1
87034,8,0
87035,11,-1
87036,12,-2
87037,13,-1
87038,14,0
87039,12,0
87040,11,1
87041,10,2
87042,8,2
87043,6,1
87044,5,0
87045,4,0
87046,4,-1
87047,3,-1
87048,3,-1
87049,2,-1
87050,2,-2
87051,1,-2
87052,1,-2
87053,1,-2
87054,0,-2
87055,2,0
87056,5,0
87057,8,1
87058,11,1
87059,14,-2
87060,15,-4
87061,16,-2
87062,16,-2
87063,15,-2
87064,14,-2
87065,12,-2
87066,10,0
87067,9,0
87068,9,-1
87069,7,0
87070,6,-1
87071,7,0
87072,7,0
87073,6,0
87074,5,0
87075,5,0
87076,6,1
87077,7,2
87078,10,4
87079,11,5
87080,13,6
87081,15,6
87082,16,6
87083,17,6
87084,17,6
87085,19,6
87086,18,6
87087,18,7
87088,16,8
87089,15,9
87090,15,9
87091,15,9
87092,15,10
87093,15,10
87094,16,10
87095,15,10
87096,16,10
87097,15,10
87098,15,10
87099,15,10
87100,15,10
87101,14,11
87102,14,11
87103,14,12
87104,14,12
87105,15,13
87106,15,13
87107,15,13
87108,15,13
87109,16,13
87110,16,13
87111,16,14
87112,16,14
87113,15,14
87114,16,14
87115,16,14
87116,15,13
87117,15,13
87118,15,12
87119,15,12
87120,14,11
87121,14,11
87122,14,11
87123,15,10
87124,14,10
87125,13,9
87126,12,9
87127,13,10
87128,15,10
87129,17,11
87130,17,10
87131,19,10
87132,16,9
87133,16,9
87134,17,8
87135,16,8
87136,16,8
87137,15,8
87138,15,8
87139,14,8
87140,13,9
87141,13,9
87142,12,8
87143,12,8
87144,11,8
87145,11,8
87146,11,7
87147,10,6
87148,11,5
87149,10,3
87150,9,3
87151,10,2
87152,11,3
87153,12,1
87154,14,2
87155,14,1
87156,15,2
87157,15,0
87158,15,1
87159,14,1
87160,12,2
87161,12,3
87162,11,3
87163,10,3
87164,9,3
87165,9,4
87166,9,4
87167,9,4
87168,8,4
87169,9,4
87170,9,4
87171,8,4
87172,8,4
87173,8,4
87174,8,4
87175,9,5
87176,11,5
87177,11,7
87178,12,8
87179,12,7
87180,13,8
87181,13,9
87182,13,9
87183,12,9
87184,12,10
87185,12,9
87186,12,10
87187,12,8
87188,12,8
87189,11,7
87190,11,6
87191,10,5
87192,9,4
87193,9,3
87194,8,1
87195,7,1
87196,7,0
87197,7,0
87198,7,0
87199,7,-1
87200,6,-2
87201,8,-1
87202,8,-3
87203,7,-2
87204,7,-2
87205,7,-4
87206,7,-3
87207,7,-4
87208,6,-3
87209,6,-4
87210,6,-5
87211,6,-5
87212,5,-1
87213,5,-1
87214,4,-1
87215,4,-1
87216,4.2,-1
87217,4.5,-1
87218,4.7,-1
87219,5,-1
87220,5,-1
87221,4,-2
87222,4,-1
87223,5,-1
87224,6,-3
87225,6,-2
87226,6,-2
87227,7,-2
87228,7,-3
87229,7,-2
87230,6,0
87231,6,1
87232,6,2
87233,6,3
87234,5,3
87235,6,4
87236,7,5
87237,7,5
87238,7,5
87239,6,5
87240,6,5
87241,6,5
87242,7,4
87243,6,4
87244,7,4
87245,6,4
87246,6,5
87247,7,6
87248,10,7
87249,11,6
87250,11,5
87251,12,5
87252,13,4
87253,12,5
87254,13,6
87255,13,4
87256,12,6
87257,12,6
87258,11,7
87259,10,6
87260,9,6
87261,8,6
87262,8,5
87263,7,5
87264,7,5
87265,7,5
87266,8,5
87267,8,5
87268,8,5
87269,8,6
87270,8,6
87271,8,6
87272,8,6
87273,8,6
87274,9,5
87275,9,6
87276,9,6
87277,10,5
87278,9,5
87279,9,4
87280,9,4
87281,9,0
87282,8,1
87283,7,1
87284,6,1
87285,5,0
87286,5,-2
87287,5,-2
87288,5,-2
87289,5,-1
87290,4,-2
87291,4,-2
87292,4,-2
87293,4,-2
87294,3,-2
87295,4,-1
87296,5,-1
87297,6,-2
87298,7,-2
87299,9,-1
87300,8,-1
87301,7,-1
87302,8,-1
87303,8,-2
87304,6,-2
87305,6,-1
87306,5,-1
87307,5,-1
87308,5,-1
87309,4,-1
87310,2,-1
87311,3,-1
87312,2,-1
87313,2,-1
87314,1,-1
87315,1,-1
87316,1,-1
87317,2,-1
87318,1,-1
87319,2,0
87320,4,1
87321,6,1
87322,7,-1
87323,9,-2
87324,9,-2
87325,10,-1
87326,10,-2
87327,10,0
87328,9,-1
87329,8,-1
87330,6,0
87331,5,0
87332,5,1
87333,5,0
87334,4,0
87335,3,0
87336,3,0
87337,3,0
87338,4,0
87339,3,0
87340,3,0
87341,3,0
87342,3,0
87343,4,1
87344,5,1
87345,6,1
87346,8,2
87347,9,1
87348,10,0
87349,11,0
87350,11,0
87351,9,0
87352,8,1
87353,8,1
87354,8,1
87355,7,2
87356,7,1
87357,7,2
87358,6,1
87359,6,0
87360,7,-4
87361,7,-5
87362,7,-4
87363,6,-3
87364,6,-3
87365,7,-3
87366,6,-3
87367,6,-2
87368,7,-3
87369,7,-4
87370,7,-6
87371,7,-7
87372,7,-6
87373,7,-7
87374,6,-8
87375,5,-9
87376,4,-9
87377,4,-9
87378,3,-9
87379,3,-10
87380,2,-9
87381,2,-10
87382,1,-9
87383,1,-9
87384,1,-9
87385,1,-9
87386,0,-10
87387,0,-9
87388,-1,-9
87389,0,-8
87390,0.7,-7.3
87391,1.3,-6.7
87392,2,-6
87393,4,-5
87394,6,-9
87395,6,-10
87396,7,-9
87397,7,-8
87398,6,-11
87399,6,-10
87400,5,-10
87401,4,-9
87402,3,-9
87403,3,-9
87404,3,-10
87405,2,-9
87406,2,-8
87407,2,-8
87408,2,-7
87409,2,-6
87410,0,-7
87411,0,-7
87412,1,-9
87413,0,-7
87414,0,-7
87415,1,-7
87416,2,-8
87417,3,-8
87418,4,-8
87419,4,-8
87420,5,-9
87421,6,-9
87422,5,-11
87423,5,-11
87424,4,-13
87425,3,-12
87426,2,-11
87427,2,-10
87428,1,-9
87429,1,-9
87430,0,-9
87431,0,-9
87432,0,-8
87433,-1,-8
87434,-3,-8
87435,-2,-8
87436,-2,-8
87437,-2,-8
87438,-2,-8
87439,-1,-7
87440,0,-6
87441,2,-7
87442,3,-7
87443,4,-6
87444,5,-7
87445,5,-8
87446,6,-6
87447,5,-8
87448,4,-8
87449,3,-8
87450,3,-8
87451,2,-8
87452,2,-8
87453,2,-8
87454,2,-7
87455,1,-7
87456,0,-7
87457,1,-7
87458,1,-6
87459,1,-6
87460,1,-6
87461,2,-6
87462,1,-6
87463,2,-6
87464,3,-5
87465,5,-6
87466,5,-6
87467,6,-6
87468,7,-6
87469,7,-6
87470,8,-7
87471,7,-7
87472,6,-7
87473,5,-6
87474,5,-6
87475,4,-6
87476,4,-5
87477,3,-4
87478,3,-4
87479,3,-4
87480,2,-4
87481,2,-4
87482,1,-4
87483,1,-3
87484,0,-4
87485,0,-3
87486,0,-4
87487,1,-3
87488,2,-3
87489,4,-1
87490,6,-3
87491,6,-3
87492,6,-3
87493,8,-4
87494,7,-3
87495,7,-2
87496,6,-3
87497,5,-2
87498,4,-2
87499,3,-2
87500,2,-2
87501,2,-2
87502,3,-2
87503,2,-3
87504,2,-2
87505,2,-3
87506,1,-3
87507,3,-3
87508,1,-3
87509,4,-5
87510,4,-4
87511,4,-4
87512,5,-5
87513,7,-4
87514,7,-7
87515,6,-7
87516,7,-9
87517,6,-9
87518,7,-8
87519,6,-9
87520,5,-9
87521,4,-8
87522,4,-9
87523,3,-8
87524,2,-8
87525,2,-8
87526,2,-8
87527,1,-7
87528,1,-7
87529,0,-7
87530,0,-7
87531,-2,-7
87532,-2,-7
87533,-2,-7
87534,-1,-7
87535,0,-6
87536,2,-6
87537,3,-8
87538,4,-8
87539,5,-8
87540,6,-9
87541,5,-10
87542,6,-10
87543,5,-11
87544,4,-11
87545,3,-9
87546,2,-10
87547,2,-11
87548,1,-10
87549,1,-10
87550,0,-9
87551,0,-9
87552,-1,-9
87553,-1,-9
87554,-2,-9
87555,-2,-9
87556,-2,-8
87557,-2,-8
87558,-3,-8
87559,-2,-7
87560,0,-7
87561,1,-7
87562,3,-6
87563,5,-8
87564,5,-8
87565,6,-8
87566,6,-8
87567,5,-8
87568,5,-9
87569,4,-8
87570,3,-9
87571,2,-8
87572,2,-8
87573,2,-8
87574,1,-8
87575,1,-7
87576,1,-7
87577,0,-7
87578,-2,-7
87579,-1,-7
87580,-2,-7
87581,-2,-7
87582,-2,-7
87583,-1,-5
87584,2,-4
87585,3,-4
87586,7,-3
87587,7,-3
87588,7,-5
87589,8,-4
87590,8,-3
87591,8,-5
87592,7,-5
87593,7,-5
87594,5.1,-4.8
87595,4.3,-4.5
87596,3.5,-4.2
87597,3,-3.9
87598,2.9,-3.6
87599,3.1,-3.4
87600,3.5,-3.2
87601,3.9,-3
87602,4,-2.8
87603,4,-2.6
87604,3.9,-2.3
87605,3.7,-2
87606,4.3,-2
87607,4.7,-2
87608,5,-2
87609,6,-2.7
87610,7,-3.3
87611,8,-4
87612,7.7,-4.3
87613,7.3,-4.7
87614,7,-5
87615,7,-5
87616,6,-4
87617,5,-4
87618,4,-3.7
87619,3,-3.3
87620,2,-3
87621,1.7,-3
87622,1.3,-3
87623,1,-3
87624,0.7,-3
87625,0.3,-3
87626,0,-3
87627,-0.3,-3.3
87628,-0.7,-3.7
87629,-1,-4
87630,-0.5,-3.5
87631,0,-3
87632,2,-2
87633,4.3,-1.3
87634,6.7,-0.7
87635,9,0
87636,9.7,0.7
87637,10.3,1.3
87638,11,2
87639,9.8,1.8
87640,8.7,1.7
87641,7.5,1.5
87642,6.3,1.3
87643,5.2,1.2
87644,4,1
87645,3.7,0.7
87646,3.3,0.3
87647,3,0
87648,2.3,0
87649,1.7,0
87650,1,0
87651,1.3,0.3
87652,1.7,0.7
87653,2,1
87654,2,0
87655,3,1
87656,4,2
87657,5.5,2.5
87658,7,3
87659,10,4
87660,10,4.3
87661,10,4.7
87662,10,5
87663,9.7,5.3
87664,9.3,5.7
87665,9,6
87666,8.7,6.3
87667,8.3,6.7
87668,8,7
87669,7.5,6.5
87670,7,6
87671,6.5,5.5
87672,6,5
87673,5.5,4.5
87674,5,4
87675,4,4
87676,4,4
87677,4,3
87678,4.3,3.3
87679,4.7,3.7
87680,5,4
87681,7.3,2.7
87682,9.7,1.3
87683,12,0
87684,12,-0.3
87685,12,-0.7
87686,12,-1
87687,11.3,-1
87688,10.7,-1
87689,10,-1
87690,8.7,-0.3
87691,7.3,0.3
87692,6,1
87693,5.3,0.3
87694,4.7,-0.3
87695,4,-1
87696,3.3,-1
87697,2.7,-1
87698,2,-1
87699,1.7,-1.3
87700,1.5,-1.5
87701,1.2,-1.8
87702,1,-2
87703,3,-1
87704,5,0
87705,6.3,-0.3
87706,7.7,-0.7
87707,9,-1
87708,9.3,-1.7
87709,9.7,-2.3
87710,10,-3
87711,9.3,-2.3
87712,8.7,-1.7
87713,8,-1
87714,7,-1
87715,6,-1
87716,5,-1
87717,4.3,-1
87718,3.7,-1
87719,3,-1
87720,3,-0.8
87721,3,-0.7
87722,3,-0.5
87723,3,-0.3
87724,3,-0.2
87725,3,0
87726,3.7,0.3
87727,4.3,0.7
87728,5,1
87729,7.5,1.5
87730,10,2
87731,10,2
87732,10.3,2.7
87733,10.7,3.3
87734,11,4
87735,10.7,4.3
87736,10.3,4.7
87737,10,5
87738,9,4.7
87739,8,4.3
87740,7,4
87741,6.3,3.7
87742,5.7,3.3
87743,5,3
87744,4.7,2.7
87745,4.3,2.3
87746,4,2
87747,5,2
87748,6,2
87749,7,2
87750,7,1.5
87751,7,1
87752,7,0.5
87753,7,0
87754,7,-0.5
87755,7,-1
87756,8,-2
87757,7.5,-1.5
87758,7,-1
87759,6,-1.3
87760,5,-1.7
87761,4,-2
87762,3.5,-2
87763,3,-2
87764,2.7,-2
87765,2.5,-2
87766,2.2,-2
87767,2,-2
87768,1,-2
87769,0,-2.5
87770,-1,-3
87771,-0.7,-2.7
87772,-0.3,-2.3
87773,0,-2
87774,1,-1.7
87775,2,-1.3
87776,3,-1
87777,4,-1
87778,5.5,-1.5
87779,7,-2
87780,7.3,-2.3
87781,7.7,-2.7
87782,8,-3
87783,7.3,-3
87784,6.7,-3
87785,6,-3
87786,4.7,-2.7
87787,3.3,-2.3
87788,2,-2
87789,1.7,-2.3
87790,1.5,-2.5
87791,1.2,-2.8
87792,1,-3
87793,0.5,-3
87794,0,-3
87795,0,-3
87796,0.4,-2.6
87797,0.8,-2.2
87798,1.2,-1.8
87799,1.6,-1.4
87800,2,-1
87801,4.3,-0.7
87802,6.7,-0.3
87803,9,0
87804,9.7,1
87805,10.3,2
87806,11,3
87807,10.3,2.3
87808,9.7,1.7
87809,9,1
87810,7.7,1
87811,6.3,1
87812,5,1
87813,4.3,0.7
87814,3.7,0.3
87815,3,0
87816,2.7,-0.3
87817,2.3,-0.7
87818,2,-1
87819,2,0
87820,2,0
87821,2,0
87822,3,0.7
87823,4,1.3
87824,5,2
87825,7,2
87826,9,2
87827,11,2
87828,13,2
87829,13,2
87830,14,1
87831,12.7,1
87832,11.3,1
87833,10,1
87834,9.3,1
87835,8.7,1
87836,8,1
87837,7,1
87838,6,1
87839,5,1
87840,4.7,1
87841,4.3,1
87842,4,1
87843,3.3,0.7
87844,2.7,0.3
87845,2,0
87846,3.7,1
87847,5.3,2
87848,7,3
87849,8.7,3
87850,10.3,3
87851,12,3
87852,11.7,3
87853,11.3,3
87854,11,3
87855,10.7,3
87856,10.3,3
87857,10,3
87858,9,3
87859,8,3
87860,7,3
87861,6,3
87862,6,3
87863,6,3
87864,6,3
87865,6,3
87866,6,3
87867,5,2
87868,5,2
87869,6,2
87870,6.7,2
87871,7.3,2
87872,8,2
87873,8.5,2
87874,9,2
87875,9,2
87876,10,2
87877,9.8,1.8
87878,9.6,1.6
87879,9.4,1.4
87880,9.2,1.2
87881,9,1
87882,8.3,1
87883,7.7,1
87884,7,1
87885,6.3,1
87886,5.7,1
87887,5,1
87888,5,1
87889,5,1
87890,4.5,1
87891,4,1
87892,3.5,1
87893,3,1
87894,3.8,1.2
87895,4.7,1.3
87896,5.5,1.5
87897,6.3,1.7
87898,7.2,1.8
87899,8,2
87900,8,1.7
87901,8,1.3
87902,8,1
87903,8,1.3
87904,8,1.7
87905,8,2
87906,7.7,2.7
87907,7.3,3.3
87908,7,4
87909,6,4
87910,5.5,4
87911,5,4
87912,4.3,3.3
87913,3.7,2.7
87914,3,2
87915,4,1
87916,4,1
87917,4,1
87918,4.5,1.5
87919,5,2
87920,5,1
87921,6.5,0.5
87922,8,0
87923,8,-1
87924,8,-1
87925,8,-1
87926,8,-1
87927,7,-1
87928,6,-1
87929,5,-1
87930,4.7,-1.3
87931,4.3,-1.7
87932,4,-2
87933,3,-1
87934,2.7,-1
87935,2.3,-1
87936,2,-1
87937,2,-1.4
87938,2,-1.8
87939,2,-2.2
87940,2,-2.6
87941,2,-3
87942,2.7,-3.7
87943,3.3,-4.3
87944,4,-5
87945,5,-5
87946,6,-5
87947,7,-5
87948,7,-4.7
87949,7,-4.3
87950,7,-4
87951,6,-4.3
87952,5,-4.7
87953,4,-5
87954,3.3,-4.7
87955,2.7,-4.3
87956,2,-4
87957,1.3,-4
87958,0.7,-4
87959,0,-4
87960,-0.7,-4.3
87961,-1.3,-4.7
87962,-2,-5
87963,-2,-5
87964,-2,-5
87965,-2,-5
87966,-2,-5
87967,0,-4
87968,2,-3
87969,4,-3
87970,6,-3
87971,8,-3
87972,9,-6
87973,10,-9
87974,11,-12
87975,9.7,-8.7
87976,8.3,-5.3
87977,7,-2
87978,6.3,-2
87979,5.7,-2
87980,5,-2
87981,4,-2.5
87982,3,-3
87983,2,-3
87984,2.3,-2.7
87985,2.7,-2.3
87986,3,-2
87987,3.3,-1.3
87988,3.7,-0.7
87989,4,0
87990,4,1
87991,5.5,2.5
87992,7,4
87993,7.7,4.7
87994,8.3,5.3
87995,9,6
87996,9,7
87997,9,8
87998,9,8
87999,9.3,8.7
88000,9.7,9.3
88001,10,10
88002,11.3,10.7
88003,12.7,11.3
88004,14,12
88005,13,9.5
88006,12,7
88007,10,6
88008,9.7,5.7
88009,9.3,5.3
88010,9,5
88011,8,5
88012,8,5
88013,8,5
88014,8.3,5
88015,8.7,5
88016,9,5
88017,10,4.5
88018,11,4
88019,10,4
88020,10.3,4
88021,10.7,4
88022,11,4
88023,10.2,3.8
88024,9.3,3.7
88025,8.5,3.5
88026,7.7,3.3
88027,6.8,3.2
88028,6,3
88029,5.7,1.7
88030,5.3,0.3
88031,5,-1
88032,4.3,-1
88033,3.7,-1
88034,3,-1
88035,2.7,-1.7
88036,2.3,-2.3
88037,2,-3
88038,2.7,-2.3
88039,3.3,-1.7
88040,4,-1
88041,4.3,-0.7
88042,4.7,-0.3
88043,5,0
88044,5.3,-2
88045,5.7,-4
88046,6,-6
88047,5,-5.7
88048,4,-5.3
88049,3,-5
88050,2.7,-5
88051,2.3,-5
88052,2,-5
88053,2,-4.7
88054,2,-4.3
88055,2,-4
88056,1,-4
88057,0,-4
88058,0,-4
88059,1,-4
88060,0.5,-4.5
88061,0,-5
88062,0.7,-5
88063,1.3,-5
88064,2,-5
88065,3.7,-5
88066,5.3,-5
88067,7,-5
88068,6.7,-5.3
88069,6.3,-5.7
88070,6,-6
88071,6,-6
88072,5.5,-6
88073,5,-6
88074,4.3,-5.3
88075,3.7,-4.7
88076,3,-4
88077,2.3,-3.7
88078,1.7,-3.3
88079,1,-3
88080,1.3,-3
88081,1.7,-3
88082,2,-3
88083,1.7,-3
88084,1.3,-3
88085,1,-3
88086,2,-3.3
88087,3,-3.7
88088,4,-4
88089,5,-5
88090,6,-6.5
88091,7,-8
88092,7,-7
88093,7,-6
88094,7,-5
88095,6,-4.3
88096,5,-3.7
88097,4,-3
88098,3.7,-3.3
88099,3.3,-3.7
88100,3,-4
88101,3,-4
88102,3,-4
88103,3,-4
88104,2.7,-3.7
88105,2.3,-3.3
88106,2,-3
88107,1.7,-3
88108,1.3,-3
88109,1,-3
88110,1.7,-3
88111,2.3,-3
88112,3,-3
88113,4.3,-4.3
88114,5.7,-5.7
88115,7,-7
88116,7,-7
88117,6.5,-5
88118,6,-3
88119,5.3,-4
88120,4.7,-5
88121,4,-6
88122,3.4,-7.1
88123,2.7,-8.1
88124,2.1,-9.2
88125,1.8,-8.3
88126,1.5,-7.3
88127,1.2,-6.4
88128,0.7,-6.1
88129,0.2,-5.8
88130,-0.3,-5.6
88131,-0.7,-5.5
88132,-1.2,-5.4
88133,-1.7,-5.3
88134,-1,-5
88135,1.5,-3.5
88136,4,-2
88137,5,-4.5
88138,6,-7
88139,6,-9
88140,7,-9
88141,6,-5
88142,5,-1
88143,4.3,-2
88144,3.7,-3
88145,3,-4
88146,2.3,-6
88147,1.7,-8
88148,1,-10
88149,0.7,-8.3
88150,0.3,-6.7
88151,0,-5
88152,-0.3,-5
88153,-0.7,-5
88154,-1,-5
88155,-1.3,-5
88156,-1.7,-5
88157,-2,-5
88158,-1,-4.7
88159,0,-4.3
88160,1,-4
88161,2.3,-4.7
88162,3.7,-5.3
88163,5,-6
88164,5,-6
88165,5,-6
88166,5,-6
88167,4.7,-6.3
88168,4.3,-6.7
88169,4,-7
88170,3,-6.3
88171,2,-5.7
88172,1,-5
88173,0.7,-5
88174,0.3,-5
88175,0,-5
88176,-0.3,-5
88177,-0.7,-5
88178,-1,-5
88179,-1,-5
88180,-0.7,-4.7
88181,-0.3,-4.3
88182,0,-4
88183,1.5,-3
88184,3,-2
88185,4.7,-1.3
88186,6.3,-0.7
88187,8,0
88188,8.5,0.5
88189,9,1
88190,9,0
88191,8.7,0
88192,8.3,0
88193,8,0
88194,7.3,0
88195,6.7,0
88196,6,0
88197,5,0
88198,4,0
88199,3,0
88200,2.3,-0.3
88201,1.7,-0.7
88202,1,-1
88203,1,-1.5
88204,1,-2
88205,0,-2
88206,1,-1.5
88207,2,-1
88208,4,-0.3
88209,6,0.5
88210,8,1.2
88211,10,2
88212,10.3,1.7
88213,10.7,1.3
88214,11,1
88215,11,1.5
88216,11,2
88217,10,2
88218,9,2.5
88219,8,3
88220,8,3
88221,8,3
88222,8,3
88223,8,3
88224,7.3,2.7
88225,6.7,2.3
88226,6,2
88227,6,2
88228,6,2
88229,6,2
88230,6.3,1.7
88231,6.7,1.3
88232,7,1
88233,7.7,0
88234,8.3,-1
88235,9,-2
88236,9.3,-2.3
88237,9.7,-2.7
88238,10,-3
88239,8.7,-2.7
88240,7.3,-2.3
88241,6,-2
88242,5.3,-2
88243,4.7,-2
88244,4,-2
88245,4,-1.5
88246,4,-1
88247,3,-1
88248,3,-1
88249,3,-1
88250,3,-1
88251,2.7,-1
88252,2.3,-1
88253,2,-1
88254,3,-1.3
88255,4,-1.7
88256,5,-2
88257,6,-3
88258,7,-4
88259,8,-5
88260,7.3,-2.7
88261,6.7,-0.3
88262,6,2
88263,5.3,2
88264,4.7,2
88265,4,2
88266,4,3
88267,4,3
88268,4,3
88269,3.7,2.3
88270,3.3,1.7
88271,3,1
88272,3,0.3
88273,3,-0.3
88274,3,-1
88275,3,-1.3
88276,3,-1.7
88277,3,-2
88278,3.5,-2
88279,4,-2
88280,4.5,-2
88281,5,-2
88282,5.5,-2
88283,6,-2
88284,5.3,-2.8
88285,4.7,-3.7
88286,4,-4.5
88287,3.3,-5.3
88288,2.7,-6.2
88289,2,-7
88290,1.3,-6.7
88291,0.7,-6.3
88292,0,-6
88293,0,-5.7
88294,0,-5.3
88295,0,-5
88296,-0.3,-5
88297,-0.7,-5
88298,-1,-5
88299,-1,-5
88300,-1,-4.5
88301,-1,-4
88302,-0.7,-4.3
88303,-0.3,-4.7
88304,0,-5
88305,1,-5.3
88306,2,-5.7
88307,3,-6
88308,3.3,-6
88309,3.7,-6
88310,4,-6
88311,3,-6
88312,2.5,-6
88313,2,-6
88314,1.5,-6
88315,1,-6
88316,0,-6
88317,-0.3,-5.7
88318,-0.7,-5.3
88319,-1,-5
88320,-0.7,-4.7
88321,-0.3,-4.3
88322,0,-4
88323,-0.3,-4
88324,-0.7,-4
88325,-1,-4
88326,0,-4
88327,1,-4
88328,2,-4
88329,3,-4.3
88330,4,-4.7
88331,5,-5
88332,6,-5.3
88333,7,-5.7
88334,8,-6
88335,7,-6
88336,6,-6
88337,6,-6
88338,5.6,-4.8
88339,5.4,-4.1
88340,5.1,-3.6
88341,4.9,-3
88342,4.6,-2.5
88343,4.4,-2
88344,4.2,-1.4
88345,4.1,-0.8
88346,4,-0.2
88347,4,0.3
88348,4,0.7
88349,3.9,1.1
88350,4.3,1.7
88351,4.7,2.3
88352,5,3
88353,5.3,3.3
88354,5.7,3.7
88355,6,4
88356,6.7,4.3
88357,7.3,4.7
88358,8,5
88359,8,5.3
88360,8,5.7
88361,8,6
88362,8,6
88363,8,3
88364,7,2
88365,6.3,1.7
88366,5.7,1.3
88367,5,1
88368,8,5
88369,6,2
88370,4,-1
88371,3.3,-1.7
88372,2.7,-2.3
88373,2,-3
88374,2,-3
88375,3,-2.5
88376,4,-2
88377,4.7,-2.3
88378,5.3,-2.7
88379,6,-3
88380,5,-3
88381,5,-3.5
88382,5,-4
88383,4,-5
88384,3.5,-4
88385,3,-3
88386,3,-3
88387,3,-3
88388,2,-3
88389,2.7,-3
88390,3.3,-3
88391,4,-3
88392,3,-4
88393,2.8,-4.2
88394,2.6,-4.4
88395,2.4,-4.6
88396,2.2,-4.8
88397,2,-5
88398,2.7,-4.7
88399,3.3,-4.3
88400,4,-4
88401,4,-4
88402,5,-4
88403,6,-4
88404,6,-3
88405,5.7,-2.3
88406,5.3,-1.7
88407,5,-1
88408,4,-2
88409,3,-3
88410,2,-2
88411,1.5,-2
88412,1,-2
88413,1,-2.5
88414,1,-3
88415,1,-3
88416,1,-2.7
88417,1,-2.3
88418,1,-2
88419,1,-2
88420,1,-2.5
88421,1,-3
88422,2,-3.3
88423,3,-3.7
88424,4,-4
88425,5,-4
88426,6,-4
88427,6,-3
88428,6.7,-3
88429,7.3,-3
88430,8,-3
88431,7,-2
88432,7,-2.5
88433,7,-3
88434,6.7,-2.7
88435,6.3,-2.3
88436,6,-2
88437,5.7,-1.7
88438,5.3,-1.3
88439,5,-1
88440,4.7,-1
88441,4.3,-1
88442,4,-1
88443,4,-0.7
88444,4,-0.3
88445,4,0
88446,4,0
88447,5,0
88448,6,0
88449,7,0
88450,8.5,1.5
88451,10,3
88452,10,2.5
88453,10,2
88454,10,2
88455,9.7,2
88456,9.3,2
88457,9,2
88458,8.3,2
88459,7.7,2
88460,7,2
88461,6.3,1.7
88462,5.7,1.3
88463,5,1
88464,4.3,0.7
88465,3.7,0.3
88466,3,0
88467,2.7,-0.3
88468,2.3,-0.7
88469,2,-1
88470,3,0
88471,4,1
88472,5,2
88473,7.3,2
88474,9.7,2
88475,12,2
88476,12.3,1.7
88477,12.7,1.3
88478,13,1
88479,12,0.3
88480,11,-0.3
88481,10,-1
88482,9,0.5
88483,8,2
88484,6,1
88485,5.5,1
88486,5,1
88487,5,1
88488,5,1
88489,5,1
88490,5,1
88491,5,1
88492,5,1
88493,5,1
88494,5,1
88495,5,1
88496,8,2
88497,9,2.3
88498,10,2.7
88499,11,3
88500,12,2
88501,12.5,-0.5
88502,13,-3
88503,12,-2.7
88504,11,-2.3
88505,10,-2
88506,9.3,-2
88507,8.7,-2
88508,8,-2
88509,6.7,-1.7
88510,5.3,-1.3
88511,4,-1
88512,3.3,-1
88513,2.7,-1
88514,2,-1
88515,1.7,-1.3
88516,1.3,-1.7
88517,1,-2
88518,2.7,-1
88519,4.3,0
88520,6,1
88521,7.5,0.5
88522,9,0
88523,10,-1
88524,10,-1
88525,10.5,0
88526,11,1
88527,10.7,1.7
88528,10.3,2.3
88529,10,3
88530,9.3,3.7
88531,8.7,4.3
88532,8,5
88533,8,6
88534,8,5.5
88535,8,5
88536,11,1
88537,9,3
88538,7,5
88539,6.7,4.7
88540,6.3,4.3
88541,6,4
88542,7.3,2.3
88543,8.7,0.7
88544,10,-1
88545,9.3,0
88546,8.7,1
88547,8,2
88548,8.3,1.3
88549,8.7,0.7
88550,9,0
88551,8,-0.3
88552,7,-0.7
88553,6,-1
88554,6,-1.7
88555,6,-2.3
88556,6,-3
88557,5.3,-2
88558,4.7,-1
88559,4,0
88560,3.7,0
88561,3.3,0
88562,3,0
88563,2.5,0
88564,2,0
88565,2,-2
88566,2.3,-2.3
88567,2.7,-2.7
88568,3,-3
88569,3.7,-3.7
88570,4.3,-4.3
88571,5,-5
88572,4.3,-5
88573,3.7,-5
88574,3,-5
88575,2.7,-5
88576,2.3,-5
88577,2,-5
88578,1.7,-5
88579,1.3,-5
88580,1,-5
88581,1,-5
88582,1,-5
88583,1,-5
88584,1,-5
88585,1,-5
88586,1,-5
88587,1,-5
88588,1,-5
88589,1,-5
88590,1.7,-4.7
88591,2.3,-4.3
88592,3,-4
88593,4,-4.7
88594,5,-5.3
88595,6,-6
88596,6,-5.7
88597,6,-5.3
88598,6,-5
88599,5.7,-5
88600,5.3,-5
88601,5,-5
